f1_mic,f2_mic,f3_mic,f4_mic,f5_mic,f6_mic,f7_mic,f8_mic,f9_mic,f10_mic,f11_mic,f12_mic,f13_mic,f14_mic,f15_mic,f16_mic,f17_mic,f18_mic,f19_mic,f20_mic,f21_mic,f22_mic,f23_mic,f24_mic,f25_mic,f26_mic,f27_mic,f28_mic,f29_mic,f30_mic,f31_mic,f32_mic,f33_mic,f34_mic,f35_mic,f36_mic,f37_mic,f38_mic,f39_mic,f40_mic,f41_mic,f42_mic,f43_mic,f44_mic,f45_mic,f46_mic,f47_mic,f48_mic,f49_mic,f50_mic,f51_mic,f52_mic,f53_mic,f54_mic,f55_mic,f56_mic,f57_mic,f58_mic,f59_mic,f60_mic,f61_mic,f62_mic,f63_mic,f64_mic,f1_mac,f2_mac,f3_mac,f4_mac,f5_mac,f6_mac,f7_mac,f8_mac,f9_mac,f10_mac,f11_mac,f12_mac,f13_mac,f14_mac,f15_mac,f16_mac,f17_mac,f18_mac,f19_mac,f20_mac,f21_mac,f22_mac,f23_mac,f24_mac,f25_mac,f26_mac,f27_mac,f28_mac,f29_mac,f30_mac,f31_mac,f32_mac,f33_mac,f34_mac,f35_mac,f36_mac,f37_mac,f38_mac,f39_mac,f40_mac,f41_mac,f42_mac,f43_mac,f44_mac,f45_mac,f46_mac,f47_mac,f48_mac,f49_mac,f50_mac,f51_mac,f52_mac,f53_mac,f54_mac,f55_mac,f56_mac,f57_mac,f58_mac,f59_mac,f60_mac,f61_mac,f62_mac,f63_mac,f64_mac
1.3236808701023128,1.3097826938577086,1.287574566710223,1.3214072712065803,1.547898125036251,1.3802596787673418,1.6634698135092456,1.3655912305155018,1.2531163960566685,1.3492761164279632,1.3572781866388477,1.4484122245242397,1.3478243545195514,151.3084816806762,1.257141955320609,1.3088797147574172,1.461685428411534,1.3576636349950613,1.264791728483421,1.360822006807481,1.296764757706545,1.285437764261902,1.3465334837163565,1.2446651180780903,1.25059168497784,1.2759980696557425,1.3793360324638662,1.2458339403217662,1.251361542803839,1.573756461306348,1.336597140509501,1.2639394942448634,1.228202369060616,1.5557245453943462,1.2463824204002003,1.2319282134497824,1.313454643396501,1.3884688291584466,1.2483451899089724,1.290982272761677,1.263808534831918,1.2934420796293542,1.2846293310624368,1.2916076429680925,1.293530310713746,1.236289245152174,1.2703742382514154,1.2976521630800255,1.2910572288901,1.2473432055693832,1.2972285627779692,1.2694193112900631,1.2825618594391213,1.461899269771708,1.5302330001029376,1.2998893404111986,1.324841113443182,1.7748058368820274,1.8036862678912613,1.3904923960091549,1.283502352126907,1.2709617817696748,1.3324451117484604,1.423161705384027,50.0,49.0,29.0,35.0,17.0,42.0,34.0,42.0,56.0,45.0,38.0,42.0,35.0,28.0,44.0,64.0,42.0,39.0,38.0,24.0,46.0,44.0,36.0,71.0,55.0,45.0,29.0,52.0,58.0,30.0,26.0,43.0,44.0,27.0,56.0,70.0,37.0,16.0,45.0,35.0,52.0,37.0,38.0,58.0,34.0,66.0,38.0,36.0,35.0,50.0,41.0,46.0,36.0,24.0,26.0,35.0,33.0,28.0,21.0,35.0,47.0,46.0,39.0,33.0
1.3236808701023128,1.3097826938577086,1.287574566710223,1.3214072712065803,1.547898125036251,1.3802596787673418,1.6634698135092456,1.3655912305155018,1.2531163960566685,1.3492761164279632,1.3572781866388477,1.4484122245242397,1.3478243545195514,151.3084816806762,1.257141955320609,1.3088797147574172,1.461685428411534,1.3576636349950613,1.264791728483421,1.360822006807481,1.296764757706545,1.285437764261902,1.3465334837163565,1.2446651180780903,1.25059168497784,1.2759980696557425,1.3793360324638662,1.2458339403217662,1.251361542803839,1.573756461306348,1.336597140509501,1.2639394942448634,1.228202369060616,1.5557245453943462,1.2463824204002003,1.2319282134497824,1.313454643396501,1.3884688291584466,1.2483451899089724,1.290982272761677,1.263808534831918,1.2934420796293542,1.2846293310624368,1.2916076429680925,1.293530310713746,1.236289245152174,1.2703742382514154,1.2976521630800255,1.2910572288901,1.2473432055693832,1.2972285627779692,1.2694193112900631,1.2825618594391213,1.461899269771708,1.5302330001029376,1.2998893404111986,1.324841113443182,1.7748058368820274,1.8036862678912613,1.3904923960091549,1.283502352126907,1.2709617817696748,1.3324451117484604,1.423161705384027,50.0,49.0,29.0,35.0,17.0,42.0,34.0,42.0,56.0,45.0,38.0,42.0,35.0,28.0,44.0,64.0,42.0,39.0,38.0,24.0,46.0,44.0,36.0,71.0,55.0,45.0,29.0,52.0,58.0,30.0,26.0,43.0,44.0,27.0,56.0,70.0,37.0,16.0,45.0,35.0,52.0,37.0,38.0,58.0,34.0,66.0,38.0,36.0,35.0,50.0,41.0,46.0,36.0,24.0,26.0,35.0,33.0,28.0,21.0,35.0,47.0,46.0,39.0,33.0
1.3236808701023128,1.3097826938577086,1.287574566710223,1.3214072712065803,1.547898125036251,1.3802596787673418,1.6634698135092456,1.3655912305155018,1.2531163960566685,1.3492761164279632,1.3572781866388477,1.4484122245242397,1.3478243545195514,151.3084816806762,1.257141955320609,1.3088797147574172,1.461685428411534,1.3576636349950613,1.264791728483421,1.360822006807481,1.296764757706545,1.285437764261902,1.3465334837163565,1.2446651180780903,1.25059168497784,1.2759980696557425,1.3793360324638662,1.2458339403217662,1.251361542803839,1.573756461306348,1.336597140509501,1.2639394942448634,1.228202369060616,1.5557245453943462,1.2463824204002003,1.2319282134497824,1.313454643396501,1.3884688291584466,1.2483451899089724,1.290982272761677,1.263808534831918,1.2934420796293542,1.2846293310624368,1.2916076429680925,1.293530310713746,1.236289245152174,1.2703742382514154,1.2976521630800255,1.2910572288901,1.2473432055693832,1.2972285627779692,1.2694193112900631,1.2825618594391213,1.461899269771708,1.5302330001029376,1.2998893404111986,1.324841113443182,1.7748058368820274,1.8036862678912613,1.3904923960091549,1.283502352126907,1.2709617817696748,1.3324451117484604,1.423161705384027,50.0,49.0,29.0,35.0,17.0,42.0,34.0,42.0,56.0,45.0,38.0,42.0,35.0,28.0,44.0,64.0,42.0,39.0,38.0,24.0,46.0,44.0,36.0,71.0,55.0,45.0,29.0,52.0,58.0,30.0,26.0,43.0,44.0,27.0,56.0,70.0,37.0,16.0,45.0,35.0,52.0,37.0,38.0,58.0,34.0,66.0,38.0,36.0,35.0,50.0,41.0,46.0,36.0,24.0,26.0,35.0,33.0,28.0,21.0,35.0,47.0,46.0,39.0,33.0
1.315167103602812,1.2720721698706297,1.3511789629111608,1.3251397446759747,3.902102224280128,1.3592066847709754,1.374451911563455,1.339756247084742,1.28927634249212,1.3390137890315583,1.382216124145604,1.3583503756361173,1.2952276754474832,1.3870539469602412,1.2645875400331987,1.2772208795620286,1.285527566493892,1.2836017521404928,1.2676363189654605,1.3674267418371946,1.2809219492606532,1.3458647514199735,1.3304270631288588,1.2292822843335371,24.66244819669575,1.8739083486574597,1.286617493339731,1.269412714937781,1.2815268566265705,1.3326924083011378,1.417823134910616,1.2838484502099354,1.2902275780968275,1.306964818558488,1.2507177698789764,1.251347257262164,1.342293310349414,1.3930019147156087,1.2762744426482708,1.3498552490330051,1.2527250796909828,1.3249476290649282,1.3322772945381554,1.2508428642353089,1.6583240712309495,1.266108711532316,1.30848030787918,1.2625768843783025,1.2990148116735298,1.2399656010445887,1.2745697656115336,1.250876210298654,1.6154582449906674,2.483539299736889,1.3680431451280175,2.568959283064097,4.177070921869733,1.273586017436222,1.292568815376048,1.300459890288976,1.2717455918739895,1.3044970248942391,1.3136406565212646,1.3896413286104234,39.0,69.0,43.0,49.0,22.0,37.0,43.0,53.0,83.0,51.0,31.0,50.0,45.0,43.0,50.0,69.0,55.0,33.0,51.0,26.0,44.0,37.0,28.0,59.0,54.0,41.0,23.0,64.0,49.0,38.0,28.0,43.0,52.0,41.0,67.0,49.0,35.0,16.0,54.0,23.0,57.0,24.0,19.0,51.0,24.0,62.0,47.0,29.0,35.0,34.0,35.0,34.0,32.0,23.0,15.0,31.0,22.0,35.0,30.0,42.0,37.0,37.0,33.0,17.0
1.315167103602812,1.2720721698706297,1.3511789629111608,1.3251397446759747,3.902102224280128,1.3592066847709754,1.374451911563455,1.339756247084742,1.28927634249212,1.3390137890315583,1.382216124145604,1.3583503756361173,1.2952276754474832,1.3870539469602412,1.2645875400331987,1.2772208795620286,1.285527566493892,1.2836017521404928,1.2676363189654605,1.3674267418371946,1.2809219492606532,1.3458647514199735,1.3304270631288588,1.2292822843335371,24.66244819669575,1.8739083486574597,1.286617493339731,1.269412714937781,1.2815268566265705,1.3326924083011378,1.417823134910616,1.2838484502099354,1.2902275780968275,1.306964818558488,1.2507177698789764,1.251347257262164,1.342293310349414,1.3930019147156087,1.2762744426482708,1.3498552490330051,1.2527250796909828,1.3249476290649282,1.3322772945381554,1.2508428642353089,1.6583240712309495,1.266108711532316,1.30848030787918,1.2625768843783025,1.2990148116735298,1.2399656010445887,1.2745697656115336,1.250876210298654,1.6154582449906674,2.483539299736889,1.3680431451280175,2.568959283064097,4.177070921869733,1.273586017436222,1.292568815376048,1.300459890288976,1.2717455918739895,1.3044970248942391,1.3136406565212646,1.3896413286104234,39.0,69.0,43.0,49.0,22.0,37.0,43.0,53.0,83.0,51.0,31.0,50.0,45.0,43.0,50.0,69.0,55.0,33.0,51.0,26.0,44.0,37.0,28.0,59.0,54.0,41.0,23.0,64.0,49.0,38.0,28.0,43.0,52.0,41.0,67.0,49.0,35.0,16.0,54.0,23.0,57.0,24.0,19.0,51.0,24.0,62.0,47.0,29.0,35.0,34.0,35.0,34.0,32.0,23.0,15.0,31.0,22.0,35.0,30.0,42.0,37.0,37.0,33.0,17.0
1.315167103602812,1.2720721698706297,1.3511789629111608,1.3251397446759747,3.902102224280128,1.3592066847709754,1.374451911563455,1.339756247084742,1.28927634249212,1.3390137890315583,1.382216124145604,1.3583503756361173,1.2952276754474832,1.3870539469602412,1.2645875400331987,1.2772208795620286,1.285527566493892,1.2836017521404928,1.2676363189654605,1.3674267418371946,1.2809219492606532,1.3458647514199735,1.3304270631288588,1.2292822843335371,24.66244819669575,1.8739083486574597,1.286617493339731,1.269412714937781,1.2815268566265705,1.3326924083011378,1.417823134910616,1.2838484502099354,1.2902275780968275,1.306964818558488,1.2507177698789764,1.251347257262164,1.342293310349414,1.3930019147156087,1.2762744426482708,1.3498552490330051,1.2527250796909828,1.3249476290649282,1.3322772945381554,1.2508428642353089,1.6583240712309495,1.266108711532316,1.30848030787918,1.2625768843783025,1.2990148116735298,1.2399656010445887,1.2745697656115336,1.250876210298654,1.6154582449906674,2.483539299736889,1.3680431451280175,2.568959283064097,4.177070921869733,1.273586017436222,1.292568815376048,1.300459890288976,1.2717455918739895,1.3044970248942391,1.3136406565212646,1.3896413286104234,39.0,69.0,43.0,49.0,22.0,37.0,43.0,53.0,83.0,51.0,31.0,50.0,45.0,43.0,50.0,69.0,55.0,33.0,51.0,26.0,44.0,37.0,28.0,59.0,54.0,41.0,23.0,64.0,49.0,38.0,28.0,43.0,52.0,41.0,67.0,49.0,35.0,16.0,54.0,23.0,57.0,24.0,19.0,51.0,24.0,62.0,47.0,29.0,35.0,34.0,35.0,34.0,32.0,23.0,15.0,31.0,22.0,35.0,30.0,42.0,37.0,37.0,33.0,17.0
1.315167103602812,1.2720721698706297,1.3511789629111608,1.3251397446759747,3.902102224280128,1.3592066847709754,1.374451911563455,1.339756247084742,1.28927634249212,1.3390137890315583,1.382216124145604,1.3583503756361173,1.2952276754474832,1.3870539469602412,1.2645875400331987,1.2772208795620286,1.285527566493892,1.2836017521404928,1.2676363189654605,1.3674267418371946,1.2809219492606532,1.3458647514199735,1.3304270631288588,1.2292822843335371,24.66244819669575,1.8739083486574597,1.286617493339731,1.269412714937781,1.2815268566265705,1.3326924083011378,1.417823134910616,1.2838484502099354,1.2902275780968275,1.306964818558488,1.2507177698789764,1.251347257262164,1.342293310349414,1.3930019147156087,1.2762744426482708,1.3498552490330051,1.2527250796909828,1.3249476290649282,1.3322772945381554,1.2508428642353089,1.6583240712309495,1.266108711532316,1.30848030787918,1.2625768843783025,1.2990148116735298,1.2399656010445887,1.2745697656115336,1.250876210298654,1.6154582449906674,2.483539299736889,1.3680431451280175,2.568959283064097,4.177070921869733,1.273586017436222,1.292568815376048,1.300459890288976,1.2717455918739895,1.3044970248942391,1.3136406565212646,1.3896413286104234,39.0,69.0,43.0,49.0,22.0,37.0,43.0,53.0,83.0,51.0,31.0,50.0,45.0,43.0,50.0,69.0,55.0,33.0,51.0,26.0,44.0,37.0,28.0,59.0,54.0,41.0,23.0,64.0,49.0,38.0,28.0,43.0,52.0,41.0,67.0,49.0,35.0,16.0,54.0,23.0,57.0,24.0,19.0,51.0,24.0,62.0,47.0,29.0,35.0,34.0,35.0,34.0,32.0,23.0,15.0,31.0,22.0,35.0,30.0,42.0,37.0,37.0,33.0,17.0
1.315167103602812,1.2720721698706297,1.3511789629111608,1.3251397446759747,3.902102224280128,1.3592066847709754,1.374451911563455,1.339756247084742,1.28927634249212,1.3390137890315583,1.382216124145604,1.3583503756361173,1.2952276754474832,1.3870539469602412,1.2645875400331987,1.2772208795620286,1.285527566493892,1.2836017521404928,1.2676363189654605,1.3674267418371946,1.2809219492606532,1.3458647514199735,1.3304270631288588,1.2292822843335371,24.66244819669575,1.8739083486574597,1.286617493339731,1.269412714937781,1.2815268566265705,1.3326924083011378,1.417823134910616,1.2838484502099354,1.2902275780968275,1.306964818558488,1.2507177698789764,1.251347257262164,1.342293310349414,1.3930019147156087,1.2762744426482708,1.3498552490330051,1.2527250796909828,1.3249476290649282,1.3322772945381554,1.2508428642353089,1.6583240712309495,1.266108711532316,1.30848030787918,1.2625768843783025,1.2990148116735298,1.2399656010445887,1.2745697656115336,1.250876210298654,1.6154582449906674,2.483539299736889,1.3680431451280175,2.568959283064097,4.177070921869733,1.273586017436222,1.292568815376048,1.300459890288976,1.2717455918739895,1.3044970248942391,1.3136406565212646,1.3896413286104234,39.0,69.0,43.0,49.0,22.0,37.0,43.0,53.0,83.0,51.0,31.0,50.0,45.0,43.0,50.0,69.0,55.0,33.0,51.0,26.0,44.0,37.0,28.0,59.0,54.0,41.0,23.0,64.0,49.0,38.0,28.0,43.0,52.0,41.0,67.0,49.0,35.0,16.0,54.0,23.0,57.0,24.0,19.0,51.0,24.0,62.0,47.0,29.0,35.0,34.0,35.0,34.0,32.0,23.0,15.0,31.0,22.0,35.0,30.0,42.0,37.0,37.0,33.0,17.0
1.315167103602812,1.2720721698706297,1.3511789629111608,1.3251397446759747,3.902102224280128,1.3592066847709754,1.374451911563455,1.339756247084742,1.28927634249212,1.3390137890315583,1.382216124145604,1.3583503756361173,1.2952276754474832,1.3870539469602412,1.2645875400331987,1.2772208795620286,1.285527566493892,1.2836017521404928,1.2676363189654605,1.3674267418371946,1.2809219492606532,1.3458647514199735,1.3304270631288588,1.2292822843335371,24.66244819669575,1.8739083486574597,1.286617493339731,1.269412714937781,1.2815268566265705,1.3326924083011378,1.417823134910616,1.2838484502099354,1.2902275780968275,1.306964818558488,1.2507177698789764,1.251347257262164,1.342293310349414,1.3930019147156087,1.2762744426482708,1.3498552490330051,1.2527250796909828,1.3249476290649282,1.3322772945381554,1.2508428642353089,1.6583240712309495,1.266108711532316,1.30848030787918,1.2625768843783025,1.2990148116735298,1.2399656010445887,1.2745697656115336,1.250876210298654,1.6154582449906674,2.483539299736889,1.3680431451280175,2.568959283064097,4.177070921869733,1.273586017436222,1.292568815376048,1.300459890288976,1.2717455918739895,1.3044970248942391,1.3136406565212646,1.3896413286104234,39.0,69.0,43.0,49.0,22.0,37.0,43.0,53.0,83.0,51.0,31.0,50.0,45.0,43.0,50.0,69.0,55.0,33.0,51.0,26.0,44.0,37.0,28.0,59.0,54.0,41.0,23.0,64.0,49.0,38.0,28.0,43.0,52.0,41.0,67.0,49.0,35.0,16.0,54.0,23.0,57.0,24.0,19.0,51.0,24.0,62.0,47.0,29.0,35.0,34.0,35.0,34.0,32.0,23.0,15.0,31.0,22.0,35.0,30.0,42.0,37.0,37.0,33.0,17.0
1.315167103602812,1.2720721698706297,1.3511789629111608,1.3251397446759747,3.902102224280128,1.3592066847709754,1.374451911563455,1.339756247084742,1.28927634249212,1.3390137890315583,1.382216124145604,1.3583503756361173,1.2952276754474832,1.3870539469602412,1.2645875400331987,1.2772208795620286,1.285527566493892,1.2836017521404928,1.2676363189654605,1.3674267418371946,1.2809219492606532,1.3458647514199735,1.3304270631288588,1.2292822843335371,24.66244819669575,1.8739083486574597,1.286617493339731,1.269412714937781,1.2815268566265705,1.3326924083011378,1.417823134910616,1.2838484502099354,1.2902275780968275,1.306964818558488,1.2507177698789764,1.251347257262164,1.342293310349414,1.3930019147156087,1.2762744426482708,1.3498552490330051,1.2527250796909828,1.3249476290649282,1.3322772945381554,1.2508428642353089,1.6583240712309495,1.266108711532316,1.30848030787918,1.2625768843783025,1.2990148116735298,1.2399656010445887,1.2745697656115336,1.250876210298654,1.6154582449906674,2.483539299736889,1.3680431451280175,2.568959283064097,4.177070921869733,1.273586017436222,1.292568815376048,1.300459890288976,1.2717455918739895,1.3044970248942391,1.3136406565212646,1.3896413286104234,39.0,69.0,43.0,49.0,22.0,37.0,43.0,53.0,83.0,51.0,31.0,50.0,45.0,43.0,50.0,69.0,55.0,33.0,51.0,26.0,44.0,37.0,28.0,59.0,54.0,41.0,23.0,64.0,49.0,38.0,28.0,43.0,52.0,41.0,67.0,49.0,35.0,16.0,54.0,23.0,57.0,24.0,19.0,51.0,24.0,62.0,47.0,29.0,35.0,34.0,35.0,34.0,32.0,23.0,15.0,31.0,22.0,35.0,30.0,42.0,37.0,37.0,33.0,17.0
