image,f1_mic,f2_mic,f3_mic,f4_mic,f5_mic,f6_mic,f7_mic,f8_mic,f9_mic,f10_mic,f11_mic,f12_mic,f13_mic,f14_mic,f15_mic,f16_mic,f17_mic,f18_mic,f19_mic,f20_mic,f21_mic,f22_mic,f23_mic,f24_mic,f25_mic,f26_mic,f27_mic,f28_mic,f29_mic,f30_mic,f31_mic,f32_mic,f33_mic,f34_mic,f35_mic,f36_mic,f37_mic,f38_mic,f39_mic,f40_mic,f41_mic,f42_mic,f43_mic,f44_mic,f45_mic,f46_mic,f47_mic,f48_mic,f49_mic,f50_mic,f51_mic,f52_mic,f53_mic,f54_mic,f55_mic,f56_mic,f57_mic,f58_mic,f59_mic,f60_mic,f61_mic,f62_mic,f63_mic,f64_mic,f1_mac,f2_mac,f3_mac,f4_mac,f5_mac,f6_mac,f7_mac,f8_mac,f9_mac,f10_mac,f11_mac,f12_mac,f13_mac,f14_mac,f15_mac,f16_mac,f17_mac,f18_mac,f19_mac,f20_mac,f21_mac,f22_mac,f23_mac,f24_mac,f25_mac,f26_mac,f27_mac,f28_mac,f29_mac,f30_mac,f31_mac,f32_mac,f33_mac,f34_mac,f35_mac,f36_mac,f37_mac,f38_mac,f39_mac,f40_mac,f41_mac,f42_mac,f43_mac,f44_mac,f45_mac,f46_mac,f47_mac,f48_mac,f49_mac,f50_mac,f51_mac,f52_mac,f53_mac,f54_mac,f55_mac,f56_mac,f57_mac,f58_mac,f59_mac,f60_mac,f61_mac,f62_mac,f63_mac,f64_mac,label
image1.png,1.301910073149279,1.32078828907632,1.3520704175230964,1.31008374743291,1.5244678730938712,1.3861838076650215,1.314274070380386,1.6055723256817758,1.2921492983710343,1.3824911279448644,1.360743301150871,1.2948794528862804,1.3102304396866642,1.347333545583458,1.2528491043473176,1.2825671969491819,1.3217877710875348,1.360984395107703,1.2088304666203484,1.305241674989452,1.2775985819450781,36270.874140249405,1.340482382429159,1.266193951936371,1.2441383073288947,1.387507361039294,1.2816717674713012,1.2344223762276203,1.3123678481695098,1.4307337092320909,1.3087412913929088,1.2659724606747143,1.2434171337389968,1.4700935390142948,1.5158416576652358,1.244671539172192,1.3456056992284973,1.3635925235547732,1.2468986135082936,1.353786689776505,1.2274282710176043,1.285415109546802,1.2816298962888693,1.2748391409506055,1.3116356566202965,1.2858177064015177,1.2545027783228293,1.2740573562675566,1.2526188783960308,1.293943266775327,1.428827651912529,1.3365678371223693,1.2693462176698336,1.3213861495663077,1.2782951469952253,1.7391445379880393,2.424554710534858,1.2879664792777696,1.4593758791138678,1.290494185088688,1.2821067412478682,1.3139292758383267,1.3481784656481872,1.440284483494096,49.0,47.0,31.0,48.0,24.0,45.0,35.0,37.0,46.0,36.0,31.0,44.0,34.0,19.0,55.0,59.0,37.0,42.0,54.0,36.0,42.0,38.0,38.0,63.0,59.0,39.0,47.0,53.0,31.0,39.0,23.0,34.0,43.0,24.0,64.0,77.0,16.0,16.0,49.0,22.0,65.0,39.0,34.0,52.0,31.0,39.0,41.0,39.0,49.0,69.0,33.0,33.0,41.0,37.0,56.0,24.0,31.0,30.0,41.0,40.0,47.0,38.0,36.0,21.0,114.0
image2.png,1.301910073149279,1.32078828907632,1.3520704175230964,1.31008374743291,1.5244678730938712,1.3861838076650215,1.314274070380386,1.6055723256817758,1.2921492983710343,1.3824911279448644,1.360743301150871,1.2948794528862804,1.3102304396866642,1.347333545583458,1.2528491043473176,1.2825671969491819,1.3217877710875348,1.360984395107703,1.2088304666203484,1.305241674989452,1.2775985819450781,36270.874140249405,1.340482382429159,1.266193951936371,1.2441383073288947,1.387507361039294,1.2816717674713012,1.2344223762276203,1.3123678481695098,1.4307337092320909,1.3087412913929088,1.2659724606747143,1.2434171337389968,1.4700935390142948,1.5158416576652358,1.244671539172192,1.3456056992284973,1.3635925235547732,1.2468986135082936,1.353786689776505,1.2274282710176043,1.285415109546802,1.2816298962888693,1.2748391409506055,1.3116356566202965,1.2858177064015177,1.2545027783228293,1.2740573562675566,1.2526188783960308,1.293943266775327,1.428827651912529,1.3365678371223693,1.2693462176698336,1.3213861495663077,1.2782951469952253,1.7391445379880393,2.424554710534858,1.2879664792777696,1.4593758791138678,1.290494185088688,1.2821067412478682,1.3139292758383267,1.3481784656481872,1.440284483494096,49.0,47.0,31.0,48.0,24.0,45.0,35.0,37.0,46.0,36.0,31.0,44.0,34.0,19.0,55.0,59.0,37.0,42.0,54.0,36.0,42.0,38.0,38.0,63.0,59.0,39.0,47.0,53.0,31.0,39.0,23.0,34.0,43.0,24.0,64.0,77.0,16.0,16.0,49.0,22.0,65.0,39.0,34.0,52.0,31.0,39.0,41.0,39.0,49.0,69.0,33.0,33.0,41.0,37.0,56.0,24.0,31.0,30.0,41.0,40.0,47.0,38.0,36.0,21.0,115.0
image3.png,1.301910073149279,1.32078828907632,1.3520704175230964,1.31008374743291,1.5244678730938712,1.3861838076650215,1.314274070380386,1.6055723256817758,1.2921492983710343,1.3824911279448644,1.360743301150871,1.2948794528862804,1.3102304396866642,1.347333545583458,1.2528491043473176,1.2825671969491819,1.3217877710875348,1.360984395107703,1.2088304666203484,1.305241674989452,1.2775985819450781,36270.874140249405,1.340482382429159,1.266193951936371,1.2441383073288947,1.387507361039294,1.2816717674713012,1.2344223762276203,1.3123678481695098,1.4307337092320909,1.3087412913929088,1.2659724606747143,1.2434171337389968,1.4700935390142948,1.5158416576652358,1.244671539172192,1.3456056992284973,1.3635925235547732,1.2468986135082936,1.353786689776505,1.2274282710176043,1.285415109546802,1.2816298962888693,1.2748391409506055,1.3116356566202965,1.2858177064015177,1.2545027783228293,1.2740573562675566,1.2526188783960308,1.293943266775327,1.428827651912529,1.3365678371223693,1.2693462176698336,1.3213861495663077,1.2782951469952253,1.7391445379880393,2.424554710534858,1.2879664792777696,1.4593758791138678,1.290494185088688,1.2821067412478682,1.3139292758383267,1.3481784656481872,1.440284483494096,49.0,47.0,31.0,48.0,24.0,45.0,35.0,37.0,46.0,36.0,31.0,44.0,34.0,19.0,55.0,59.0,37.0,42.0,54.0,36.0,42.0,38.0,38.0,63.0,59.0,39.0,47.0,53.0,31.0,39.0,23.0,34.0,43.0,24.0,64.0,77.0,16.0,16.0,49.0,22.0,65.0,39.0,34.0,52.0,31.0,39.0,41.0,39.0,49.0,69.0,33.0,33.0,41.0,37.0,56.0,24.0,31.0,30.0,41.0,40.0,47.0,38.0,36.0,21.0,116.0
image4.png,1.3156854153240514,1.2653688568156154,1.3631402994055288,1.3988398695116449,1.4456606763534576,1.3452039605123074,1.3768318593717872,1.4368155275489254,1.4830760419231492,1.5193522384033937,1.3584368165310492,1.5563081915259374,1.2913419295933988,3.1590363622289535,1.2364457431886027,1.2695537394254743,1.3226397540028527,1.30966827741519,1.2515552725146115,1.3233504340703075,1.287471334565216,4.050776945352177,1.300165826411589,1.2262684098925538,1.249202695477034,1.3127423669230347,1.2459078805799952,1.2173019437196926,1.3168162791347735,1.3995498141902112,1.3705568081652826,1.2807854041221638,1.2914300088504937,1.3388877529817946,1.2481506338633115,1.2418701509845187,1.7377359747703403,1.342898492619475,1.2737505820794972,1.4029306426101897,1.2130148492243655,1.2951559244222555,1.3015611786593035,1.2499276584737127,1.391400762527306,1.2702744956849474,1.283743838283643,1.4492254460618206,1.252375374431069,1.2264932131363548,1.4507928753561947,1.26207805661426,1.2576264378704638,1.5321629578019813,1.2306314238883915,1.3443761130513725,1.2958367108166295,1.2620808224834368,1.232693534513088,1.314377484020397,1.2395337693572046,1.3320858494425722,1.4823264683957327,2.7825884889856827,42.0,70.0,35.0,63.0,38.0,43.0,46.0,47.0,58.0,44.0,26.0,51.0,47.0,32.0,74.0,68.0,43.0,34.0,53.0,28.0,42.0,35.0,30.0,54.0,57.0,34.0,33.0,70.0,29.0,28.0,19.0,36.0,51.0,33.0,69.0,57.0,20.0,15.0,56.0,14.0,59.0,35.0,24.0,49.0,19.0,44.0,43.0,38.0,49.0,50.0,27.0,26.0,43.0,28.0,47.0,14.0,28.0,24.0,40.0,49.0,59.0,32.0,24.0,17.0,123.0
image5.png,1.3156854153240514,1.2653688568156154,1.3631402994055288,1.3988398695116449,1.4456606763534576,1.3452039605123074,1.3768318593717872,1.4368155275489254,1.4830760419231492,1.5193522384033937,1.3584368165310492,1.5563081915259374,1.2913419295933988,3.1590363622289535,1.2364457431886027,1.2695537394254743,1.3226397540028527,1.30966827741519,1.2515552725146115,1.3233504340703075,1.287471334565216,4.050776945352177,1.300165826411589,1.2262684098925538,1.249202695477034,1.3127423669230347,1.2459078805799952,1.2173019437196926,1.3168162791347735,1.3995498141902112,1.3705568081652826,1.2807854041221638,1.2914300088504937,1.3388877529817946,1.2481506338633115,1.2418701509845187,1.7377359747703403,1.342898492619475,1.2737505820794972,1.4029306426101897,1.2130148492243655,1.2951559244222555,1.3015611786593035,1.2499276584737127,1.391400762527306,1.2702744956849474,1.283743838283643,1.4492254460618206,1.252375374431069,1.2264932131363548,1.4507928753561947,1.26207805661426,1.2576264378704638,1.5321629578019813,1.2306314238883915,1.3443761130513725,1.2958367108166295,1.2620808224834368,1.232693534513088,1.314377484020397,1.2395337693572046,1.3320858494425722,1.4823264683957327,2.7825884889856827,42.0,70.0,35.0,63.0,38.0,43.0,46.0,47.0,58.0,44.0,26.0,51.0,47.0,32.0,74.0,68.0,43.0,34.0,53.0,28.0,42.0,35.0,30.0,54.0,57.0,34.0,33.0,70.0,29.0,28.0,19.0,36.0,51.0,33.0,69.0,57.0,20.0,15.0,56.0,14.0,59.0,35.0,24.0,49.0,19.0,44.0,43.0,38.0,49.0,50.0,27.0,26.0,43.0,28.0,47.0,14.0,28.0,24.0,40.0,49.0,59.0,32.0,24.0,17.0,118.0
image6.png,1.3156854153240514,1.2653688568156154,1.3631402994055288,1.3988398695116449,1.4456606763534576,1.3452039605123074,1.3768318593717872,1.4368155275489254,1.4830760419231492,1.5193522384033937,1.3584368165310492,1.5563081915259374,1.2913419295933988,3.1590363622289535,1.2364457431886027,1.2695537394254743,1.3226397540028527,1.30966827741519,1.2515552725146115,1.3233504340703075,1.287471334565216,4.050776945352177,1.300165826411589,1.2262684098925538,1.249202695477034,1.3127423669230347,1.2459078805799952,1.2173019437196926,1.3168162791347735,1.3995498141902112,1.3705568081652826,1.2807854041221638,1.2914300088504937,1.3388877529817946,1.2481506338633115,1.2418701509845187,1.7377359747703403,1.342898492619475,1.2737505820794972,1.4029306426101897,1.2130148492243655,1.2951559244222555,1.3015611786593035,1.2499276584737127,1.391400762527306,1.2702744956849474,1.283743838283643,1.4492254460618206,1.252375374431069,1.2264932131363548,1.4507928753561947,1.26207805661426,1.2576264378704638,1.5321629578019813,1.2306314238883915,1.3443761130513725,1.2958367108166295,1.2620808224834368,1.232693534513088,1.314377484020397,1.2395337693572046,1.3320858494425722,1.4823264683957327,2.7825884889856827,42.0,70.0,35.0,63.0,38.0,43.0,46.0,47.0,58.0,44.0,26.0,51.0,47.0,32.0,74.0,68.0,43.0,34.0,53.0,28.0,42.0,35.0,30.0,54.0,57.0,34.0,33.0,70.0,29.0,28.0,19.0,36.0,51.0,33.0,69.0,57.0,20.0,15.0,56.0,14.0,59.0,35.0,24.0,49.0,19.0,44.0,43.0,38.0,49.0,50.0,27.0,26.0,43.0,28.0,47.0,14.0,28.0,24.0,40.0,49.0,59.0,32.0,24.0,17.0,120.0
image7.png,1.3156854153240514,1.2653688568156154,1.3631402994055288,1.3988398695116449,1.4456606763534576,1.3452039605123074,1.3768318593717872,1.4368155275489254,1.4830760419231492,1.5193522384033937,1.3584368165310492,1.5563081915259374,1.2913419295933988,3.1590363622289535,1.2364457431886027,1.2695537394254743,1.3226397540028527,1.30966827741519,1.2515552725146115,1.3233504340703075,1.287471334565216,4.050776945352177,1.300165826411589,1.2262684098925538,1.249202695477034,1.3127423669230347,1.2459078805799952,1.2173019437196926,1.3168162791347735,1.3995498141902112,1.3705568081652826,1.2807854041221638,1.2914300088504937,1.3388877529817946,1.2481506338633115,1.2418701509845187,1.7377359747703403,1.342898492619475,1.2737505820794972,1.4029306426101897,1.2130148492243655,1.2951559244222555,1.3015611786593035,1.2499276584737127,1.391400762527306,1.2702744956849474,1.283743838283643,1.4492254460618206,1.252375374431069,1.2264932131363548,1.4507928753561947,1.26207805661426,1.2576264378704638,1.5321629578019813,1.2306314238883915,1.3443761130513725,1.2958367108166295,1.2620808224834368,1.232693534513088,1.314377484020397,1.2395337693572046,1.3320858494425722,1.4823264683957327,2.7825884889856827,42.0,70.0,35.0,63.0,38.0,43.0,46.0,47.0,58.0,44.0,26.0,51.0,47.0,32.0,74.0,68.0,43.0,34.0,53.0,28.0,42.0,35.0,30.0,54.0,57.0,34.0,33.0,70.0,29.0,28.0,19.0,36.0,51.0,33.0,69.0,57.0,20.0,15.0,56.0,14.0,59.0,35.0,24.0,49.0,19.0,44.0,43.0,38.0,49.0,50.0,27.0,26.0,43.0,28.0,47.0,14.0,28.0,24.0,40.0,49.0,59.0,32.0,24.0,17.0,122.0
image8.png,1.3156854153240514,1.2653688568156154,1.3631402994055288,1.3988398695116449,1.4456606763534576,1.3452039605123074,1.3768318593717872,1.4368155275489254,1.4830760419231492,1.5193522384033937,1.3584368165310492,1.5563081915259374,1.2913419295933988,3.1590363622289535,1.2364457431886027,1.2695537394254743,1.3226397540028527,1.30966827741519,1.2515552725146115,1.3233504340703075,1.287471334565216,4.050776945352177,1.300165826411589,1.2262684098925538,1.249202695477034,1.3127423669230347,1.2459078805799952,1.2173019437196926,1.3168162791347735,1.3995498141902112,1.3705568081652826,1.2807854041221638,1.2914300088504937,1.3388877529817946,1.2481506338633115,1.2418701509845187,1.7377359747703403,1.342898492619475,1.2737505820794972,1.4029306426101897,1.2130148492243655,1.2951559244222555,1.3015611786593035,1.2499276584737127,1.391400762527306,1.2702744956849474,1.283743838283643,1.4492254460618206,1.252375374431069,1.2264932131363548,1.4507928753561947,1.26207805661426,1.2576264378704638,1.5321629578019813,1.2306314238883915,1.3443761130513725,1.2958367108166295,1.2620808224834368,1.232693534513088,1.314377484020397,1.2395337693572046,1.3320858494425722,1.4823264683957327,2.7825884889856827,42.0,70.0,35.0,63.0,38.0,43.0,46.0,47.0,58.0,44.0,26.0,51.0,47.0,32.0,74.0,68.0,43.0,34.0,53.0,28.0,42.0,35.0,30.0,54.0,57.0,34.0,33.0,70.0,29.0,28.0,19.0,36.0,51.0,33.0,69.0,57.0,20.0,15.0,56.0,14.0,59.0,35.0,24.0,49.0,19.0,44.0,43.0,38.0,49.0,50.0,27.0,26.0,43.0,28.0,47.0,14.0,28.0,24.0,40.0,49.0,59.0,32.0,24.0,17.0,119.0
image9.png,1.3156854153240514,1.2653688568156154,1.3631402994055288,1.3988398695116449,1.4456606763534576,1.3452039605123074,1.3768318593717872,1.4368155275489254,1.4830760419231492,1.5193522384033937,1.3584368165310492,1.5563081915259374,1.2913419295933988,3.1590363622289535,1.2364457431886027,1.2695537394254743,1.3226397540028527,1.30966827741519,1.2515552725146115,1.3233504340703075,1.287471334565216,4.050776945352177,1.300165826411589,1.2262684098925538,1.249202695477034,1.3127423669230347,1.2459078805799952,1.2173019437196926,1.3168162791347735,1.3995498141902112,1.3705568081652826,1.2807854041221638,1.2914300088504937,1.3388877529817946,1.2481506338633115,1.2418701509845187,1.7377359747703403,1.342898492619475,1.2737505820794972,1.4029306426101897,1.2130148492243655,1.2951559244222555,1.3015611786593035,1.2499276584737127,1.391400762527306,1.2702744956849474,1.283743838283643,1.4492254460618206,1.252375374431069,1.2264932131363548,1.4507928753561947,1.26207805661426,1.2576264378704638,1.5321629578019813,1.2306314238883915,1.3443761130513725,1.2958367108166295,1.2620808224834368,1.232693534513088,1.314377484020397,1.2395337693572046,1.3320858494425722,1.4823264683957327,2.7825884889856827,42.0,70.0,35.0,63.0,38.0,43.0,46.0,47.0,58.0,44.0,26.0,51.0,47.0,32.0,74.0,68.0,43.0,34.0,53.0,28.0,42.0,35.0,30.0,54.0,57.0,34.0,33.0,70.0,29.0,28.0,19.0,36.0,51.0,33.0,69.0,57.0,20.0,15.0,56.0,14.0,59.0,35.0,24.0,49.0,19.0,44.0,43.0,38.0,49.0,50.0,27.0,26.0,43.0,28.0,47.0,14.0,28.0,24.0,40.0,49.0,59.0,32.0,24.0,17.0,121.0
image10.png,1.3156854153240514,1.2653688568156154,1.3631402994055288,1.3988398695116449,1.4456606763534576,1.3452039605123074,1.3768318593717872,1.4368155275489254,1.4830760419231492,1.5193522384033937,1.3584368165310492,1.5563081915259374,1.2913419295933988,3.1590363622289535,1.2364457431886027,1.2695537394254743,1.3226397540028527,1.30966827741519,1.2515552725146115,1.3233504340703075,1.287471334565216,4.050776945352177,1.300165826411589,1.2262684098925538,1.249202695477034,1.3127423669230347,1.2459078805799952,1.2173019437196926,1.3168162791347735,1.3995498141902112,1.3705568081652826,1.2807854041221638,1.2914300088504937,1.3388877529817946,1.2481506338633115,1.2418701509845187,1.7377359747703403,1.342898492619475,1.2737505820794972,1.4029306426101897,1.2130148492243655,1.2951559244222555,1.3015611786593035,1.2499276584737127,1.391400762527306,1.2702744956849474,1.283743838283643,1.4492254460618206,1.252375374431069,1.2264932131363548,1.4507928753561947,1.26207805661426,1.2576264378704638,1.5321629578019813,1.2306314238883915,1.3443761130513725,1.2958367108166295,1.2620808224834368,1.232693534513088,1.314377484020397,1.2395337693572046,1.3320858494425722,1.4823264683957327,2.7825884889856827,42.0,70.0,35.0,63.0,38.0,43.0,46.0,47.0,58.0,44.0,26.0,51.0,47.0,32.0,74.0,68.0,43.0,34.0,53.0,28.0,42.0,35.0,30.0,54.0,57.0,34.0,33.0,70.0,29.0,28.0,19.0,36.0,51.0,33.0,69.0,57.0,20.0,15.0,56.0,14.0,59.0,35.0,24.0,49.0,19.0,44.0,43.0,38.0,49.0,50.0,27.0,26.0,43.0,28.0,47.0,14.0,28.0,24.0,40.0,49.0,59.0,32.0,24.0,17.0,119.0
